##Countries:2007-02-05
-1117782015||-1116733440||KR
-1116733439||-1115684864||JP
-1115684863||-1111490560||CN
-1111490559||-1109917696||JP
-1109917695||-1108869120||TW
-1108869119||-1108475904||CN
-1108475903||-1108344832||HK
-1108344831||-1108082688||CN
-1108082687||-1108017152||HK
-1108017151||-1107984384||JP
-1107984383||-1107976192||AU
-1107967999||-1107961856||JP
-1107959807||-1107951616||KR
-1107951615||-1107886080||IN
-1107886079||-1107869696||ID
-1107869695||-1107845120||KR
-1107845119||-1107841024||TW
-1107836927||-1107828736||KR
-1107828735||-1107820544||IN
-1107820543||-1107296256||KR
-1107296255||-1107230720||IL
-1107230719||-1107165184||GR
-1107165183||-1107099648||CH
-1107099647||-1107083264||SA
-1107083263||-1107066880||GB
-1107066879||-1107058688||SE
-1107058687||-1107050496||PL
-1107050495||-1107034112||GB
-1107034111||-1107025920||FR
-1107025919||-1107017728||IT
-1107017727||-1107009536||DE
-1107009535||-1107001344||CZ
-1107001343||-1106968576||BE
-1106968575||-1106935808||SE
-1106935807||-1106903040||RU
-1106903039||-1106771968||GB
-1106771967||-1106763776||FR
-1106763775||-1106755584||DE
-1106755583||-1106747392||KE
-1106747391||-1106739200||GB
-1106739199||-1106706432||DE
-1106706431||-1106640896||IE
-1106640895||-1106509824||IT
-1106509823||-1106501632||NL
-1106501631||-1106493440||DK
-1106493439||-1106485248||CY
-1106485247||-1106477056||EG
-1106477055||-1106444288||CH
-1106444287||-1106411520||SE
-1106411519||-1106403328||GB
-1106403327||-1106395136||IT
-1106395135||-1106386944||AT
-1106386943||-1106247680||ES
-1106247679||-1106239488||UA
-1106239487||-1106214912||RU
-1106214911||-1106182144||NO
-1106182143||-1106116608||IE
-1106116607||-1105985536||GB
-1105985535||-1105920000||SE
-1105919999||-1105887232||PL
-1105887231||-1105854464||NL
-1105854463||-1105788928||ES
-1105788927||-1105723392||GB
-1105723391||-1105715200||DE
-1105715199||-1105707008||GB
-1105707007||-1105698816||CZ
-1105698815||-1105690624||KE
-1105690623||-1105657856||GB
-1105657855||-1105641472||NL
-1105641471||-1105592320||EU
-1105592319||-1105461248||DE
-1105461247||-1105395712||PT
-1105395711||-1105362944||TR
-1105362943||-1105330176||PL
-1105330175||-1105199104||GB
-1105199103||-1105190912||CH
-1105190911||-1105166336||GB
-1105166335||-1105133568||PL
-1105133567||-1105068032||RU
-1105068031||-1104936960||FR
-1104936959||-1104805888||ES
-1104805887||-1104740352||GR
-1104740351||-1104674816||FR
-1104674815||-1104666624||DE
-1104666623||-1104658432||IE
-1104658431||-1104650240||CZ
-1104650239||-1104642048||EU
-1104642047||-1104609280||AT
-1104609279||-1104543744||NL
-1104543743||-1104412672||ES
-1104412671||-1104404480||CZ
-1104404479||-1104396288||DE
-1104396287||-1104388096||GB
-1104388095||-1104379904||BG
-1104379903||-1104363520||DK
-1104363519||-1104347136||FI
-1104347135||-1104281600||NL
-1104281599||-1104150528||AT
-1104150527||-1104142336||CH
-1104142335||-1104134144||IT
-1104134143||-1104125952||DE
-1104125951||-1104117760||CH
-1104117759||-1104084992||PT
-1104084991||-1104019456||GB
-1104019455||-1104011264||NL
-1104011263||-1104003072||DE
-1104003071||-1103994880||CH
-1103994879||-1103986688||DE
-1103986687||-1103978496||FR
-1103978495||-1103970304||NO
-1103970303||-1103953920||DE
-1103953919||-1103888384||EU
-1103888383||-1103626240||DE
-1103626239||-1103593472||GB
-1103593471||-1103560704||IL
-1103560703||-1103495168||ES
-1103495167||-1103364096||NL
-1103364095||-1103331328||GB
-1103331327||-1103298560||IR
-1103298559||-1103290368||RU
-1103290367||-1103282176||DE
-1103282175||-1103265792||FI
-1103265791||-1103257600||DK
-1103257599||-1103249408||OM
-1103249407||-1103233024||DZ
-1103233023||-1103200256||EU
-1103200255||-1103167488||FR
-1103167487||-1103151104||NO
-1103151103||-1103134720||RU
-1103134719||-1103118336||LV
-1103118335||-1103101952||SE
-1103101951||-1103093760||RU
-1103093759||-1103085568||GB
-1103085567||-1103069184||UA
-1103069183||-1103036416||GB
-1103036415||-1103028224||SE
-1103028223||-1103020032||EE
-1103020031||-1103003648||SE
-1103003647||-1102995456||CH
-1102995455||-1102987264||SK
-1102987263||-1102970880||EE
-1102970879||-1102905344||DK
-1102905343||-1102839808||GB
-1102839807||-1102831616||DE
-1102831615||-1102823424||LY
-1102823423||-1102815232||GR
-1102815231||-1102807040||JO
-1102807039||-1102798848||RU
-1102798847||-1102790656||HU
-1102790655||-1102782464||TR
-1102782463||-1102774272||EG
-1102774271||-1102766080||RU
-1102766079||-1102741504||GB
-1102741503||-1102733312||KW
-1102733311||-1102725120||NL
-1102725119||-1102708736||PL
-1102708735||-1102643200||NO
-1102643199||-1102577664||FI
-1102577663||-1102553088||DE
-1102553087||-1102528512||GB
-1102528511||-1102520320||NL
-1102520319||-1102512128||FI
-1102512127||-1102503936||FR
-1102503935||-1102495744||FI
-1102495743||-1102479360||BG
-1102479359||-1102462976||GB
-1102462975||-1102446592||NO
-1102446591||-1102348288||GR
-1102348287||-1102315520||DE
-1102315519||-1102249984||RU
-1102249983||-1102241792||GB
-1102241791||-1102233600||IT
-1102233599||-1102217216||CZ
-1102217215||-1102209024||HU
-1102209023||-1102200832||IE
-1102200831||-1102184448||HU
-1102184447||-1102176256||EU
-1102176255||-1102168064||GB
-1102168063||-1102163968||DE
-1102159871||-1102118912||FI
-1102118911||-1102053376||DK
-1102053375||-1102036992||DE
-1102036991||-1102028800||CZ
-1102028799||-1102020608||DE
-1102020607||-1102012416||FI
-1102012415||-1102004224||UA
-1102004223||-1101996032||SE
-1101996031||-1101987840||LT
-1101987839||-1101791232||ES
-1101791231||-1101783040||LV
-1101774847||-1101766656||LB
-1101766655||-1101758464||RU
-1101758463||-1101750272||CZ
-1101750271||-1101725696||GB
-1101725695||-1101692928||LV
-1101692927||-1101684736||TR
-1101684735||-1101594624||IT
-1101594623||-1101561856||ES
-1101561855||-1101529088||PL
-1101529087||-1101496320||BE
-1101496319||-1101463552||SE
-1101463551||-1101455360||AM
-1101455359||-1101447168||NO
-1101447167||-1101430784||PL
-1101430783||-1101422592||GB
-1101422591||-1101414400||DE
-1101414399||-1101398016||RU
-1101398015||-1101332480||IL
-1101332479||-1101266944||DE
-1101266943||-1101201408||NO
-1101201407||-1101193216||GB
-1101193215||-1101185024||PL
-1101168639||-1101160448||GB
-1101160447||-1101152256||ES
-1101152255||-1101135872||DE
-1101135871||-1101070336||IT
-1101070335||-1101037568||SE
-1101037567||-1101021184||DE
-1101004799||-1100939264||GB
-1100939263||-1100922880||IT
-1100922879||-1100906496||GB
-1100906495||-1100898304||ES
-1100898303||-1100873728||NO
-1100873727||-1100808192||IT
-1100808191||-1100775424||ES
-1100775423||-1100742656||AT
-1100742655||-1100726272||NL
-1100726271||-1100718080||IT
-1100718079||-1100709888||ES
-1100709887||-1100701696||SE
-1100701695||-1100693504||GB
-1100693503||-1100685312||KW
-1100685311||-1100677120||HU
-1100677119||-1100668928||IT
-1100668927||-1100660736||SE
-1100660735||-1100636160||IT
-1100636159||-1100627968||ES
-1100627967||-1100611584||NO
-1100611583||-1100578816||EU
-1100578815||-1100546048||RU
-1100546047||-1100480512||GR
-1100480511||-1100414976||DE
-1100414975||-1100398592||RU
-1100398591||-1100382208||GB
-1100382207||-1100374016||RU
-1100374015||-1100365824||GB
-1100365823||-1100349440||NL
-1100333055||-1100324864||FR
-1100316671||-1100283904||FR
-1100283903||-1100218368||DK
-1100218367||-1100210176||NL
-1100210175||-1100201984||GB
-1100201983||-1100193792||TR
-1100193791||-1100185600||CS
-1100185599||-1100177408||CH
-1100177407||-1100169216||PL
-1100169215||-1100161024||SE
-1100161023||-1100152832||IT
-1100152831||-1100144640||KZ
-1100144639||-1100136448||SE
-1100136447||-1100111872||DE
-1100111871||-1100103680||RU
-1100103679||-1100087296||NL
-1100087295||-1100021760||IT
-1100021759||-1099988992||DE
-1099988991||-1099956224||PL
-1099956223||-1099948032||BE
-1099948031||-1099931648||DE
-1099931647||-1099923456||RU
-1099923455||-1099915264||DE
-1099915263||-1099907072||NL
-1099907071||-1099898880||HU
-1099898879||-1099890688||NL
-1099890687||-1099882496||TR
-1099882495||-1099857920||RU
-1099857919||-1099849728||NO
-1099849727||-1099841536||FI
-1099841535||-1099825152||CH
-1099825151||-1099759616||EG
-1099759615||-1099694080||EU
-1099694079||-1099661312||AT
-1099661311||-1099644928||DE
-1099644927||-1099636736||BE
-1099636735||-1099628544||SE
-1099628543||-1099620352||DE
-1099620351||-1099612160||EG
-1099612159||-1099595776||RU
-1099595775||-1099563008||ES
-1099563007||-1099497472||RU
-1099497471||-1099431936||SE
-1099431935||-1099366400||FR
-1099366399||-1099358208||GB
-1099358207||-1099350016||FI
-1099350015||-1099325440||PL
-1099325439||-1099317248||DK
-1099317247||-1099300864||CH
-1099300863||-1099169792||IT
-1099169791||-1098973184||EU
-1098973183||-1098907648||SE
-1098907647||-1098899456||DE
-1098899455||-1098891264||IL
-1098891263||-1098883072||IT
-1098883071||-1098874880||EE
-1098874879||-1098866688||GB
-1098866687||-1098858496||DE
-1098858495||-1098850304||GB
-1098850303||-1098842112||NO
-1098842111||-1098833920||IT
-1098833919||-1098825728||CZ
-1098825727||-1098809344||GB
-1098809343||-1098801152||NL
-1098801151||-1098792960||FR
-1098792959||-1098776576||PL
-1098776575||-1098711040||GB
-1098711039||-1098579968||NL
-1098579967||-1098571776||DE
-1098571775||-1098563584||IT
-1098563583||-1098547200||NL
-1098547199||-1098539008||PL
-1098539007||-1098530816||RU
-1098530815||-1098514432||NL
-1098514431||-1098448896||EU
-1098448895||-1098416128||EG
-1098416127||-1098383360||DK
-1098383359||-1098252288||EU
-1098252287||-1098186752||DE
-1098186751||-1098121216||EG
-1098121215||-1098113024||GB
-1098113023||-1098104832||AT
-1098104831||-1098088448||EG
-1098088447||-1098072064||NL
-1098072063||-1098063872||GB
-1098063871||-1098055680||RU
-1098055679||-1098047488||CZ
-1098047487||-1098039296||DE
-1098039295||-1098022912||RU
-1098022911||-1098014720||NO
-1098014719||-1098006528||DE
-1098006527||-1097990144||PL
-1097990143||-1097924608||FI
-1097924607||-1097785344||DE
-1097785343||-1097777152||NL
-1097777151||-1097760768||GB
-1097760767||-1097752576||IS
-1097752575||-1097744384||FI
-1097744383||-1097728000||NL
-1097727999||-1097662464||DE
-1097662463||-1097596928||FR
-1097596927||-1097588736||RU
-1097588735||-1097580544||NO
-1097580543||-1097572352||PL
-1097572351||-1097564160||FI
-1097564159||-1097555968||RU
-1097555967||-1097547776||NL
-1097547775||-1097539584||FI
-1097539583||-1097531392||RU
-1097531391||-1097523200||UA
-1097523199||-1097515008||GB
-1097515007||-1097498624||SA
-1097498623||-1097465856||IT
-1097465855||-1097400320||KW
-1097400319||-1097334784||ES
-1097334783||-1097326592||DE
-1097326591||-1097318400||IT
-1097318399||-1097310208||RU
-1097310207||-1097293824||IT
-1097293823||-1097285632||DE
-1097285631||-1097277440||RU
-1097277439||-1097269248||SK
-1097269247||-1096810496||DE
-1096810495||-1096679424||FR
-1096679423||-1096613888||MK
-1096613887||-1096548352||NL
-1096548351||-1096515584||ES
-1096515583||-1096482816||GB
-1096482815||-1096474624||DE
-1096474623||-1096466432||RU
-1096466431||-1096450048||NL
-1096450047||-1096433664||FI
-1096433663||-1096417280||HU
-1096417279||-1096351744||NL
-1096351743||-1096286208||CH
-1096286207||-1096269824||CZ
-1096269823||-1096253440||SK
-1096253439||-1096245248||SE
-1096245247||-1096237056||GE
-1096237055||-1096228864||DE
-1096228863||-1096220672||RU
-1096220671||-1096212480||DE
-1096212479||-1096204288||IT
-1096204287||-1096187904||PT
-1096187903||-1096179712||GB
-1096179711||-1096171520||SK
-1096171519||-1096155136||GR
-1096155135||-1095958528||GB
-1095958527||-1095950336||MT
-1095950335||-1095942144||NG
-1095942143||-1095925760||GB
-1095917567||-1095909376||IT
-1095909375||-1095892992||GB
-1095892991||-1095761920||ES
-1095761919||-1095753728||RU
-1095753727||-1095745536||FI
-1095745535||-1095729152||BG
-1095729151||-1095720960||DE
-1095720959||-1095712768||SK
-1095712767||-1095704576||NO
-1095704575||-1095696384||DE
-1095696383||-1095688192||IT
-1095688191||-1095680000||RU
-1095679999||-1095663616||CZ
-1095663615||-1095630848||NL
-1095630847||-1095499776||AT
-1095499775||-1095434240||EU
-1095434239||-1095426048||PL
-1095426047||-1095417856||RU
-1095417855||-1095401472||SE
-1095401471||-1095393280||DE
-1095393279||-1095385088||PL
-1095385087||-1095368704||SE
-1095368703||-1095303168||AT
-1095303167||-1095270400||RU
-1095270399||-1095237632||FI
-1095237631||-1094909952||EU
-1094909951||-1094778880||GB
-1094778879||-1094713344||EU
-1094713343||-1094705152||CH
-1094705151||-1094696960||DE
-1094696959||-1094680576||NL
-1094680575||-1094672384||DE
-1094672383||-1094664192||RU
-1094664191||-1094656000||DE
-1094655999||-1094647808||RU
-1094647807||-1094639616||IR
-1094639615||-1094631424||FR
-1094631423||-1094615040||EG
-1094615039||-1094606848||CS
-1094606847||-1094598656||NG
-1094598655||-1094582272||FR
-1094582271||-1094451200||NL
-1094451199||-1094385664||IT
-1094385663||-1094377472||DE
-1094377471||-1094369280||GB
-1094369279||-1094352896||BE
-1094352895||-1094344704||NL
-1094344703||-1094336512||FI
-1094336511||-1094320128||SK
-1094320127||-1094189056||DK
-1094189055||-1094123520||EU
-1094123519||-1094115328||ES
-1094115327||-1094107136||SE
-1094107135||-1094090752||HU
-1094090751||-1094082560||FR
-1094082559||-1094074368||DE
-1094074367||-1094057984||TR
-1094057983||-1093926912||CH
-1093926911||-1093918720||FI
-1093918719||-1093910528||GB
-1093910527||-1093902336||NL
-1093902335||-1093894144||CH
-1093894143||-1093885952||BG
-1093885951||-1093877760||DE
-1093877759||-1093869568||ES
-1093869567||-1093861376||CZ
-1093861375||-1093853184||BE
-1093853183||-1093844992||GR
-1093844991||-1093828608||BE
-1093828607||-1093820416||IT
-1093820415||-1093812224||RU
-1093812223||-1093795840||LV
-1093795839||-1093730304||DE
-1093730303||-1093664768||IT
-1093664767||-1093599232||EU
-1093599231||-1093591040||NL
-1093591039||-1093582848||DE
-1093582847||-1093566464||NO
-1093566463||-1093558272||GB
-1093558271||-1093550080||SE
